threshold,baks,baus,geometric_mean
<<<<<<< Updated upstream
0.1,0.0232287666188175,0.894675833399952,0.14416038337054857
0.1163265306122449,0.030503531068138717,0.8658965544807739,0.16252046779220936
0.1326530612244898,0.03694187453497373,0.8345990886561676,0.17558944962650677
0.1489795918367347,0.044498473085469635,0.8047405867775201,0.18923458283702935
0.1653061224489796,0.050936190254302044,0.7728035814213766,0.198402797995606
0.1816326530612245,0.05653341550363127,0.7432248780877768,0.20498058650899598
0.1979591836734694,0.0652101480317959,0.7123670956911025,0.21553088818774283
0.2142857142857143,0.07052710492495698,0.6801902630106323,0.21902477039888651
0.2306122448979592,0.07752504565712438,0.6475337756815093,0.22405375588067955
0.2469387755102041,0.08452204694228788,0.6154768566632025,0.2280819233757445
0.263265306122449,0.08955998807528602,0.585018786473739,0.2288979587947572
0.2795918367346939,0.09627578155727745,0.554440802622112,0.23103943732550952
0.29591836734693877,0.10327340914044357,0.5244224158605804,0.2327206280405533
0.3122448979591837,0.10943179740011173,0.4946038852026541,0.2326486452975924
0.3285714285714286,0.11419009647494431,0.464385642337517,0.2302786166800992
0.3448979591836735,0.12006759008044171,0.4364057878327604,0.22890651201360807
0.36122448979591837,0.1265043678022702,0.4074266528099768,0.22702698328507373
0.37755102040816324,0.1318222641424352,0.37644895675113915,0.22276524372754566
0.3938775510204082,0.13741948939176443,0.34647054121032855,0.21820129436465685
0.4102040816326531,0.1432966698482605,0.3162123271244704,0.212866562526634
0.42653061224489797,0.1469357743924283,0.28775281797106084,0.20562388757676303
0.44285714285714284,0.15281295484892438,0.2580542009752978,0.1985800215585985
0.4591836734693878,0.15757094077475567,0.23139339675433687,0.1909473100508283
0.4755102040816327,0.16148968737708902,0.2046526500919338,0.18179464371713258
0.49183673469387756,0.16512691302724897,0.17867135662323128,0.17176568215328955
0.5081632653061224,0.1701639147132432,0.1542089695419298,0.1619901291472726
0.5244897959183674,0.17492190063907448,0.13190502837956672,0.15189824972001773
0.5408163265306123,0.17996015492107392,0.11104005116316253,0.1413604782453947
0.5571428571428572,0.18219885713140485,0.09265328963146534,0.12992814737507047
0.573469387755102,0.18583733537757,0.07514589495563194,0.11817323251530958
0.589795918367347,0.18835567964606648,0.06027660084738988,0.10655252282027294
0.6061224489795919,0.19143487377590057,0.04708609800943321,0.09494167277352727
0.6224489795918368,0.19619317285073315,0.03409545127508194,0.08178810894889245
0.6387755102040816,0.1981516067048959,0.023902789991206333,0.06882133565608299
0.6551020408163265,0.20094990618055922,0.015269006315452874,0.05539228634530823
0.6714285714285715,0.20122986138772606,0.008353985130705892,0.04100086913575213
0.6877551020408164,0.20318923468889274,0.00387720840994484,0.0280678999846093
0.7040816326530612,0.20374914510322645,0.0017187624910064753,0.018713534892640174
0.7204081632653062,0.20402910031039329,0.0005595970900951316,0.010685227691931688
0.7367346938775511,0.20402910031039329,0.0,0.0
0.753061224489796,0.20402910031039329,0.0,0.0
0.7693877551020408,0.20402910031039329,0.0,0.0
0.7857142857142857,0.20402910031039329,0.0,0.0
0.8020408163265307,0.20402910031039329,0.0,0.0
0.8183673469387756,0.20402910031039329,0.0,0.0
0.8346938775510204,0.20402910031039329,0.0,0.0
0.8510204081632654,0.20402910031039329,0.0,0.0
0.8673469387755103,0.20402910031039329,0.0,0.0
0.8836734693877552,0.20402910031039329,0.0,0.0
0.9,0.20402910031039329,0.0,0.0
=======
0.1,0.017350959864318803,0.9232152849948038,0.12656488990265224
0.1163265306122449,0.021828990582983234,0.9013510272603725,0.14026967985287817
0.1326530612244898,0.026866618566980062,0.8790870573187305,0.15368180326945435
0.1489795918367347,0.03218420175814375,0.8555440083140139,0.16593673787485771
0.1653061224489796,0.037781427007472994,0.8289231753137741,0.17696864254132735
0.1816326530612245,0.042259144577136115,0.8033016228315613,0.18424668088811536
0.1979591836734694,0.046457533237635,0.7762810776241107,0.18990551325717017
0.2142857142857143,0.054294713293300365,0.7501798704932449,0.2018187329928417
0.2306122448979592,0.0604512226589607,0.7218402750019985,0.2088926211917291
0.2469387755102041,0.0652101480317959,0.6941402190422895,0.21275569660662658
0.263265306122449,0.07248741767312755,0.6644416020465265,0.21946219703390507
0.2795918367346939,0.07696482209378938,0.6334639059876889,0.22080406886463708
0.29591836734693877,0.08480231529845605,0.6036054041090415,0.22624574204856746
0.3122448979591837,0.09012021163862104,0.5735870173475098,0.22735827100970613
